student_id,age,gender,gpa,family_income,target_track,target_strand,created_at,assessment_mathematics,assessment_science,assessment_communication,assessment_critical_thinking,assessment_problem_solving,assessment_creativity,assessment_leadership,assessment_technical_knowledge,assessment_research,assessment_analysis,assessment_writing,assessment_practical_skills,assessment_analytical_thinking,assessment_business_acumen,assessment_empathy,assessment_adaptability,assessment_flexibility,assessment_programming,assessment_logical_thinking,assessment_technical_skills,assessment_hands_on,assessment_craftsmanship,assessment_mechanical_aptitude,assessment_attention_to_detail,assessment_organization,assessment_care_giving,assessment_environmental_awareness,assessment_patience,assessment_physical_stamina,assessment_observation,interests,hobbies,work_preferences
STU_49968,15,Female,3.71,Low,Academic,ABM – Accountancy Business and Management,2025-06-03 19:31:55.848590,93.9,57.0,78.0,75.4,89.7,74.3,100.0,46.2,47.7,70.1,66.6,62.6,57.7,90.1,78.5,37.1,51.0,72.3,53.0,48.0,75.3,40.7,55.5,64.9,51.4,71.7,51.5,81.1,58.1,70.1,"entrepreneurship,digital_media,business,literature,social_issues,networking","farming,math_puzzles,robotics,crafting,reading_business,planning,repair_work,networking,debating","flexible,innovative,competitive,skill_based,helping_others,meaningful_work,challenging,technical"
STU_47941,16,Other,3.1,Middle,Academic,ABM – Accountancy Business and Management,2025-04-17 19:31:55.848635,75.7,29.2,85.6,61.1,68.3,56.6,77.7,90.1,37.9,89.3,51.4,55.0,55.2,74.0,68.6,80.9,67.1,61.6,45.2,67.8,92.3,54.3,54.4,51.6,52.7,18.8,66.1,47.3,35.8,71.3,"entrepreneurship,management,psychology,economics,finance,networking","tech_projects,math_puzzles,volunteering,reading_business,planning,decorating,networking,debating,science_experiments","flexible,innovative,research_oriented,competitive,collaborative,helping_others,leadership,goal_oriented,technical,independent,sustainable"
STU_64010,17,Male,3.59,Low,Academic,ABM – Accountancy Business and Management,2024-10-27 19:31:55.848683,78.6,82.0,67.9,37.0,64.0,77.2,66.3,66.1,68.7,61.4,72.0,73.1,55.3,94.5,77.0,61.5,53.2,45.4,59.4,68.5,55.1,27.0,79.0,62.9,54.3,72.9,82.9,18.0,66.5,38.6,"entrepreneurship,business,management,family_care,diverse_fields,economics,finance,networking","cooking,investing,gaming,reading_business,planning,debating,cultural_activities","exploratory,environmental,adaptable,research_oriented,competitive,skill_based,diverse,helping_others,leadership,creative,goal_oriented,detail_oriented,service_oriented"
STU_60234,17,Male,2.95,Middle,Academic,ABM – Accountancy Business and Management,2025-06-30 19:31:55.848730,83.3,69.5,77.0,31.9,53.2,66.1,92.2,42.4,75.4,75.5,65.4,52.4,62.7,90.9,41.6,49.8,62.8,96.0,47.1,90.6,90.1,58.5,55.5,49.6,59.0,38.9,58.9,82.5,50.8,56.4,"entrepreneurship,software,business,economics,agriculture,food_production,technology,finance,history","learning_new_things,tech_projects,building,math_puzzles,investing,decorating,woodworking,baking,debating","exploratory,flexible,innovative,competitive,collaborative,leadership,creative,goal_oriented,technical"
STU_41774,16,Female,3.62,Low,Academic,ABM – Accountancy Business and Management,2024-11-17 19:31:55.848803,85.7,64.0,82.6,56.7,55.6,67.5,81.7,64.7,63.2,93.2,70.2,62.9,82.8,86.2,79.6,69.1,32.4,79.6,62.0,59.2,64.2,54.8,63.4,51.1,79.1,58.3,54.3,46.1,64.0,62.8,"entrepreneurship,business,environment,diverse_fields,manufacturing,economics,politics,exploration,food_production,finance,networking,interior_design","cooking,investing,reading_business,planning,decorating,coding,networking,animal_care,debating,cultural_activities,reading","caring,exploratory,adaptable,competitive,leadership,creative,detail_oriented,service_oriented"
STU_84228,18,Female,3.62,Middle,Academic,ABM – Accountancy Business and Management,2025-03-03 19:31:55.848850,71.7,36.0,88.3,82.3,44.6,83.8,84.8,59.9,54.0,68.2,74.8,48.4,48.3,91.9,31.8,37.1,59.7,64.4,67.3,55.5,98.0,56.6,56.5,48.0,61.9,69.2,78.1,37.7,56.3,66.7,"entrepreneurship,business,cooking,management,family_care,technology,finance","exploring,computer_building,investing,crafting,writing,gaming,outdoor_activities,reading_business,planning,decorating,networking,animal_care,debating","caring,adaptable,flexible,competitive,collaborative,leadership,goal_oriented,technical"
STU_29181,18,Other,3.06,Middle,Academic,ABM – Accountancy Business and Management,2025-05-19 19:31:55.848899,82.1,68.1,73.9,83.4,74.9,39.8,71.2,44.3,70.2,69.2,55.0,66.8,59.0,84.6,44.0,68.9,50.8,55.1,63.6,61.5,60.4,48.7,55.5,60.0,39.4,53.1,65.8,40.8,77.3,79.0,"entrepreneurship,digital_media,business,management,psychology,economics,construction,finance","gardening,farming,building,math_puzzles,volunteering,reading_business,planning,networking,debating","caring,adaptable,competitive,practical,collaborative,meaningful_work,independent,sustainable"
STU_15963,16,Male,3.48,Low,Academic,ABM – Accountancy Business and Management,2025-06-02 19:31:55.848947,95.6,57.8,86.2,52.6,73.8,66.1,73.9,42.5,38.1,83.9,68.6,69.8,58.2,70.4,49.8,77.3,52.7,62.2,43.9,65.0,53.1,75.7,71.6,52.6,58.1,51.7,38.7,47.1,63.0,64.9,"entrepreneurship,management,fashion,economics,nature,agriculture,finance","tech_projects,robotics,investing,reading_business,planning,coding,networking,debating,science_experiments","adaptable,research_oriented,competitive,practical,skill_based,hands_on,collaborative,helping_others,leadership,creative,goal_oriented,meaningful_work,challenging,independent,service_oriented"
STU_88355,18,Other,3.79,Low,Academic,ABM – Accountancy Business and Management,2025-08-31 19:31:55.849004,79.0,74.0,82.6,70.5,33.4,1.2,84.8,38.6,56.8,79.0,83.8,66.0,62.5,90.4,65.5,53.1,76.1,43.4,64.8,36.8,63.1,62.9,85.1,36.5,51.0,72.3,65.0,62.7,45.7,51.1,"engineering,software,business,nutrition,psychology,web_development,finance,networking","exploring,fishing,building,computer_building,math_puzzles,volunteering,investing,gaming,planning,woodworking,repair_work,networking,traveling,debating,cultural_activities","environmental,flexible,innovative,physical,practical,collaborative,physical_work,leadership,goal_oriented,outdoor_work"
STU_81175,15,Female,2.93,Middle,Academic,ABM – Accountancy Business and Management,2024-09-18 19:31:55.849051,81.5,65.6,80.8,42.3,74.0,67.5,100.0,44.8,72.3,68.9,62.4,74.6,28.9,80.0,51.6,49.5,65.8,76.8,58.0,63.1,61.7,60.0,43.7,76.6,64.4,65.9,47.9,53.1,57.4,37.0,"flexibility,entrepreneurship,business,innovation,cooking,management,psychology,diverse_fields,manufacturing,analysis,economics,mechanics,food_production,finance,research,interior_design","exploring,tech_projects,math_puzzles,investing,outdoor_activities,reading_business,planning,coding,repair_work,app_development,traveling,baking,cultural_activities","caring,exploratory,flexible,competitive,analytical,skill_based,hands_on,collaborative,leadership,goal_oriented,technical,service_oriented"
STU_45411,18,Female,3.32,Low,Academic,ABM – Accountancy Business and Management,2025-08-04 19:31:55.849099,76.0,67.8,75.5,44.7,47.8,53.2,78.5,92.5,75.8,92.2,77.5,45.0,41.7,70.9,80.0,51.8,41.2,53.5,56.4,64.0,63.8,47.6,70.3,50.4,57.7,70.3,50.4,51.5,68.9,47.1,"variety,business,management,manufacturing,economics,politics,exploration,technology,finance","farming,fishing,investing,crafting,gaming,planning,repair_work,app_development,debating,science_experiments","adaptable,research_oriented,competitive,analytical,skill_based,hands_on,collaborative,physical_work,goal_oriented,challenging,technical,detail_oriented,service_oriented"
STU_11736,15,Female,3.55,Middle,Academic,ABM – Accountancy Business and Management,2025-01-29 19:31:55.849170,87.6,90.8,88.1,67.1,68.0,43.9,83.2,59.6,64.8,83.2,65.7,55.3,60.9,69.7,55.2,80.9,64.8,59.7,88.4,39.6,43.4,85.7,60.7,56.4,42.0,66.7,68.2,43.6,57.9,55.0,"variety,entrepreneurship,business,mechanics,construction,finance","cooking,building,investing,outdoor_activities,reading_business,planning,networking,animal_care,debating,science_experiments","caring,competitive,diverse,physical_work,leadership"
STU_38628,15,Male,3.56,Low,Academic,ABM – Accountancy Business and Management,2024-10-29 19:31:55.849217,70.8,78.8,91.2,54.6,56.8,58.0,74.2,53.3,55.9,98.1,74.2,74.0,65.5,70.8,59.4,74.6,41.1,69.5,94.8,75.9,81.2,63.3,74.5,49.2,71.9,69.8,64.3,79.7,51.9,57.2,"entrepreneurship,business,nutrition,management,learning,manufacturing,fashion,economics,mechanics,exploration,food_production,finance","farming,cooking,building,planning,networking,app_development,animal_care","competitive,skill_based,collaborative,leadership,goal_oriented,detail_oriented,service_oriented"
STU_17713,17,Male,3.7,Low,Academic,ABM – Accountancy Business and Management,2024-11-21 19:31:55.849267,71.7,63.4,64.8,75.7,60.7,52.2,73.7,56.5,70.3,87.5,49.4,47.3,69.9,74.8,60.9,61.9,64.7,72.9,41.1,31.3,51.5,87.0,90.3,87.5,57.1,33.3,24.9,50.8,57.0,79.5,"entrepreneurship,digital_media,business,management,diverse_fields,fashion,economics,construction,nature,finance,networking,history","various_activities,investing,reading_business,baking,animal_care,debating","flexible,competitive,physical,collaborative,leadership,goal_oriented,detail_oriented,independent,service_oriented"
STU_16463,17,Male,3.3,Low,Academic,ABM – Accountancy Business and Management,2024-12-02 19:31:55.849312,84.3,46.7,72.4,63.8,70.5,65.9,71.7,69.8,66.4,71.3,48.2,70.3,56.5,97.9,67.5,52.7,59.8,61.0,49.1,46.3,70.5,72.7,69.1,82.7,51.9,85.1,46.5,44.8,33.6,53.3,"flexibility,entrepreneurship,digital_media,engineering,software,business,manufacturing,experimentation,economics,politics,exploration,finance","farming,fishing,tech_projects,building,investing,reading_business,planning,app_development,animal_care,debating,cultural_activities","collaborative,diverse,leadership,outdoor_work,independent"
STU_15700,17,Female,3.05,Low,Academic,ABM – Accountancy Business and Management,2024-10-23 19:31:55.849358,87.3,63.7,70.1,54.1,54.4,33.4,72.2,48.4,81.5,83.9,69.9,37.5,77.9,95.0,30.0,49.4,67.4,69.7,49.8,55.4,51.0,61.7,78.0,48.4,75.0,48.3,47.3,72.3,73.8,72.8,"entrepreneurship,business,environment,management,psychology,family_care,learning,economics,finance,networking","gardening,tech_projects,building,various_activities,investing,crafting,gaming,planning,networking,debating,science_experiments","competitive,practical,analytical,collaborative,leadership,goal_oriented,sustainable"
STU_31238,18,Male,3.53,Low,Academic,ABM – Accountancy Business and Management,2024-12-24 19:31:55.849403,77.3,72.3,82.4,43.9,66.9,49.3,99.9,83.2,69.1,95.6,61.0,71.5,82.2,84.5,56.2,34.4,58.8,72.4,74.2,67.6,51.9,30.3,52.6,55.4,55.3,69.3,89.8,61.9,56.7,56.1,"entrepreneurship,business,innovation,management,manufacturing,experimentation,analysis,economics,finance","fishing,tech_projects,computer_building,investing,networking,app_development,animal_care,debating,cultural_activities","environmental,innovative,research_oriented,competitive,analytical,skill_based,leadership,goal_oriented,sustainable"
STU_64282,15,Other,3.71,Low,Academic,ABM – Accountancy Business and Management,2025-03-20 19:31:55.849455,73.7,61.8,86.5,63.1,66.9,66.5,64.3,69.6,49.9,71.0,43.4,66.5,56.7,65.2,67.2,38.4,62.1,63.6,73.3,86.7,39.5,59.2,55.9,66.5,63.2,54.7,53.4,43.3,74.8,66.9,"entrepreneurship,business,nutrition,cooking,building,management,family_care,experimentation,exploration,technology,finance","tech_projects,various_activities,computer_building,robotics,investing,crafting,gaming,woodworking,app_development,animal_care","competitive,practical,hands_on,collaborative,helping_others,leadership,goal_oriented"
STU_62465,17,Other,3.26,Low,Academic,ABM – Accountancy Business and Management,2025-01-19 19:31:55.849505,78.9,50.1,71.2,65.4,44.4,87.7,68.9,64.1,83.5,88.0,62.6,45.5,39.3,89.7,82.6,53.4,42.9,23.1,45.3,58.3,84.0,70.1,64.6,54.0,51.3,81.1,63.0,28.5,49.9,47.1,"entrepreneurship,business,nutrition,management,psychology,manufacturing,economics,mechanics,finance","farming,robotics,volunteering,investing,planning,debating","competitive,collaborative,leadership,goal_oriented,sustainable"
STU_11703,17,Other,3.06,Middle,Academic,ABM – Accountancy Business and Management,2025-08-14 19:31:55.849552,87.6,58.4,81.2,79.7,49.6,88.0,75.3,61.3,55.8,83.2,66.7,66.5,48.7,70.8,97.5,52.7,70.5,35.9,55.8,58.1,67.1,19.2,62.5,42.8,64.9,44.5,47.2,55.9,44.2,52.9,"flexibility,entrepreneurship,business,management,family_care,analysis,economics,mechanics,food_production,technology,finance","farming,robotics,investing,planning,networking,app_development","flexible,competitive,physical,hands_on,collaborative,diverse,leadership,goal_oriented"
STU_23820,16,Male,3.44,Middle,Academic,ABM – Accountancy Business and Management,2025-07-26 19:31:55.849599,63.7,75.3,69.0,57.3,71.3,50.8,73.7,63.4,76.8,70.3,57.7,34.0,54.1,82.3,47.2,53.1,38.9,61.2,75.8,43.5,50.7,67.5,78.2,37.6,57.5,64.2,58.5,22.8,67.5,82.8,"variety,entrepreneurship,business,management,learning,experimentation,web_development,economics,politics,construction,exploration,finance,history,research","gardening,tech_projects,various_activities,sewing,reading_business,planning,woodworking,reading","caring,competitive,physical,practical,analytical,skill_based,collaborative,diverse,leadership,creative,goal_oriented,service_oriented"
STU_37075,18,Male,3.9,Middle,Academic,ABM – Accountancy Business and Management,2024-12-01 19:31:55.849644,71.7,52.3,99.7,73.6,69.6,65.3,75.4,57.0,58.8,87.5,82.6,76.8,38.7,84.2,71.1,69.3,50.6,100.0,40.8,43.8,63.5,91.8,47.5,56.0,76.2,59.7,55.0,68.5,64.1,75.5,"entrepreneurship,business,social_issues,experimentation,economics,politics,finance","learning_new_things,tech_projects,investing,reading_business,coding,repair_work,networking,baking,animal_care","exploratory,competitive,skill_based,collaborative,leadership,goal_oriented,meaningful_work,detail_oriented"
STU_35519,18,Other,3.2,Low,Academic,ABM – Accountancy Business and Management,2025-06-20 19:31:55.849691,85.1,64.4,84.1,67.3,60.8,60.0,94.0,82.7,37.4,82.1,49.7,55.3,66.0,88.7,58.3,31.3,45.5,73.4,18.9,77.8,67.8,79.7,57.0,29.1,66.5,79.1,73.9,50.1,61.3,52.0,"entrepreneurship,engineering,business,management,analysis,fashion,economics,finance","gardening,computer_building,robotics,volunteering,investing,crafting,planning,traveling,science_experiments","exploratory,adaptable,competitive,practical,hands_on,collaborative,leadership,meaningful_work,service_oriented"
STU_13133,17,Female,3.44,Low,Academic,ABM – Accountancy Business and Management,2025-02-02 19:31:55.849741,91.6,42.0,73.1,43.4,37.6,62.2,93.6,57.2,37.4,90.4,85.3,50.3,52.8,87.2,84.3,52.2,40.0,69.5,72.0,60.1,51.6,74.9,67.9,48.5,60.7,39.7,70.3,56.1,53.5,59.5,"entrepreneurship,business,cooking,psychology,economics,mechanics,nature,computers,history","building,various_activities,investing,writing,reading_business,planning,metalworking,coding,baking,debating","caring,environmental,competitive,skill_based,collaborative,leadership,goal_oriented,detail_oriented"
STU_88135,18,Female,3.08,Low,Academic,ABM – Accountancy Business and Management,2024-11-08 19:31:55.849788,90.9,68.9,80.4,71.5,66.0,53.6,80.8,57.8,67.6,78.3,54.1,89.5,74.1,74.4,68.6,61.8,65.9,62.1,77.8,65.2,59.1,75.6,63.5,61.8,64.7,58.6,60.1,51.2,48.7,45.0,"entrepreneurship,literature,sustainability,management,learning,manufacturing,experimentation,economics,nature,computers,finance","gardening,tech_projects,computer_building,volunteering,crafting,outdoor_activities,planning,coding,traveling,debating,cultural_activities","caring,adaptable,research_oriented,competitive,physical,practical,collaborative,diverse,leadership,goal_oriented,technical"
STU_60524,16,Female,3.81,Low,Academic,ABM – Accountancy Business and Management,2025-04-19 19:31:55.849830,73.2,57.4,83.0,55.9,24.7,83.6,92.9,66.7,88.6,72.2,88.3,45.5,63.6,69.3,60.2,65.8,57.7,70.7,61.5,52.2,51.5,72.2,50.2,73.7,78.3,35.0,77.0,90.9,63.8,69.0,"entrepreneurship,software,business,literature,nutrition,management,social_issues,family_care,economics,exploration,computers,finance,history,research,interior_design","exploring,investing,outdoor_activities,reading_business,planning,networking,baking,debating","competitive,physical,collaborative,goal_oriented,independent"
STU_31790,16,Other,3.18,Middle,Academic,ABM – Accountancy Business and Management,2024-12-26 19:31:55.849876,79.2,62.7,68.9,62.1,67.5,67.7,92.7,48.4,52.0,100.0,57.7,63.0,59.0,73.8,84.4,52.1,43.1,53.2,30.0,50.2,45.5,69.3,49.9,73.3,81.0,71.7,56.8,62.1,37.1,58.0,"software,nutrition,environment,management,web_development,analysis,economics,technology,finance,history","learning_new_things,computer_building,volunteering,investing,reading_business,planning,metalworking,animal_care","flexible,competitive,physical,skill_based,hands_on,collaborative,diverse,leadership,goal_oriented,sustainable"
STU_24000,18,Male,3.37,Middle,Academic,ABM – Accountancy Business and Management,2025-01-03 19:31:55.849920,88.9,98.6,87.0,30.1,54.6,61.8,82.9,49.0,63.7,69.6,45.8,69.7,44.8,87.4,39.5,86.5,48.4,56.6,65.0,51.5,62.2,68.6,74.4,71.9,57.4,57.8,95.2,74.2,46.2,61.5,"business,sustainability,nutrition,building,management,fashion,economics,construction,finance,history,research","learning_new_things,farming,tech_projects,sewing,robotics,crafting,planning,debating","competitive,collaborative,diverse,helping_others,leadership,goal_oriented,technical,sustainable"
STU_11576,15,Female,3.39,Middle,Academic,ABM – Accountancy Business and Management,2025-02-28 19:31:55.849963,80.6,41.6,77.9,87.2,68.7,22.6,94.2,76.3,54.6,89.2,47.1,52.9,82.5,79.3,32.0,59.1,58.8,78.0,60.2,53.7,75.7,61.8,48.7,77.3,62.9,60.0,62.7,43.9,52.1,60.1,"entrepreneurship,digital_media,literature,nutrition,management,psychology,family_care,politics,finance,history","exploring,fishing,math_puzzles,investing,gaming,woodworking,networking,debating,science_experiments","caring,adaptable,innovative,competitive,collaborative,physical_work,leadership,goal_oriented"
STU_82817,17,Male,3.7,Middle,Academic,ABM – Accountancy Business and Management,2024-10-31 19:31:55.850006,94.7,63.3,90.5,60.1,75.8,66.0,82.1,59.8,45.7,87.1,59.4,52.5,76.6,69.5,53.7,75.4,64.7,59.3,63.8,62.7,37.3,54.8,84.2,50.1,55.2,51.9,58.7,51.3,67.3,63.0,"flexibility,business,management,psychology,family_care,diverse_fields,computers,finance","fishing,building,sewing,math_puzzles,robotics,outdoor_activities,reading_business,planning,repair_work,debating","exploratory,flexible,competitive,hands_on,collaborative,leadership,creative,goal_oriented,meaningful_work,technical,detail_oriented"
STU_75707,15,Female,3.78,Low,Academic,ABM – Accountancy Business and Management,2024-11-16 19:31:55.850053,71.5,54.9,79.7,66.8,48.1,73.7,93.9,45.2,52.6,76.7,99.5,53.6,85.2,69.3,45.2,49.7,47.3,56.0,49.4,47.7,77.4,78.4,74.2,67.9,61.4,52.5,45.7,65.4,42.4,45.1,"entrepreneurship,business,nutrition,cooking,environment,management,psychology,family_care,politics,mechanics,construction,exploration,finance","tech_projects,building,various_activities,computer_building,investing,crafting,gaming,reading_business,planning,repair_work,networking,debating","competitive,practical,analytical,skill_based,collaborative,leadership,goal_oriented,detail_oriented,independent"
